artistLabel,genreLabel,length
Clutchy Hopkins,['downtempo'],6734.0
Clyde Allen Hendrix,['country music'],5426.0
Clyde Hurley,['jazz'],12167.0
Clyde Lombardi,['jazz'],4178.0
Clyde Stacy,['rockabilly'],4341.0
Co Streiff,['jazz'],3269.0
CoH,['glitch'],1140.0
Coati Mundi,['salsa'],472.0
Cobhams Asuquo,"['pop music', 'Afrobeat', 'contemporary R&B']",11628.0
Coco Lee,"['hip-hop', 'pop music', 'soul', 'contemporary R&B', 'dance-pop']",137819.0
Coco Montoya,"['rock music', 'blues']",4613.0
Cody Simpson,['popular music'],55687.0
Cody Votolato,['post-hardcore'],4073.0
Colin Bass,['progressive rock'],14030.0
Colin Burgess,['hard rock'],309.0
Colin Cripps,['rock music'],9180.0
Colin Emerle,['alternative rock'],681.0
Colin Farrell,"['thriller', 'drama fiction']",103469.0
Colin Marston,['technical death metal'],8384.0
Colin Moulding,['rock music'],11490.0
Colin Stetson,['jazz'],18884.0
Colleen,"['experimental music', 'ambient music']",5816.0
Colleen Green,"['pop-punk', 'indie pop', 'lo-fi music', 'noise pop']",9240.0
Colm Ó Cíosóig,['alternative rock'],6584.0
Colombina Parra,['grunge'],2241.0
Colonel Abrams,"['electronic dance music', 'soul', 'contemporary R&B', 'house music']",15600.0
Colt Ford,['country music'],10480.0
Colton Dixon,['Christian rock'],38874.0
Com Truise,['synthwave'],9446.0
Computerbandit,"['synth-pop', 'synthwave']",5512.0
Conchita Wurst,['pop music'],61125.0
Conlon Nancarrow,['contemporary classical music'],24474.0
Connie Smith,"['country music', 'folk music', 'gospel music']",70047.0
Conny Bloom,['rock music'],4364.0
Conny Nimmersjö,['rock music'],3996.0
Conny Plank,['experimental rock'],23215.0
Conor J Curran,['glitch'],5942.0
Conor Oberst,"['alternative rock', 'emo', 'indie folk', 'indie rock']",45632.0
Conrad Gozzo,['jazz'],10775.0
Conrad Lant,['heavy metal'],10637.0
Conrad Reeder,['rock music'],6766.0
Consequence,['hip-hop'],3263.0
Console,"['electronic music', 'electronica']",2435.0
Constance Hauman,['opera'],13219.0
Consuela Lee,['jazz'],0.0
Conway Savage,['post-punk'],21339.0
Coque Malla,['rock music'],3997.0
Corciolli,['classical music'],9149.0
Cordell Crockett,['heavy metal'],10288.0
Cordell Jackson,['rock music'],13955.0
Cordell Mosson,"['rock music', 'funk', 'rhythm and blues']",4327.0
Corey Harris,['blues'],8005.0
Corey Jackson,"['crunk', 'hip-hop', 'Southern hip-hop']",8091.0
Corey Lowery,['heavy metal'],5953.0
Corinna May,['pop music'],3779.0
Corky Corcoran,['jazz'],2943.0
Corky Laing,['rock music'],13763.0
Corky Siegel,['blues'],10283.0
Cormac de Barra,['music of Ireland'],6509.0
Corn Mo,['rock music'],5764.0
"Cornelius ""Tenoo"" Coleman",['jazz'],17938.0
Cornelius Bumpus,['rock music'],5785.0
Cortelia Clark,['blues'],6379.0
Cory Arcangel,['digital art'],23291.0
Cory Brandan,['hard rock'],8486.0
Cory Henry,['jazz-funk'],15147.0
Cosey Fanni Tutti,['industrial music'],15846.0
Cosmo Sheldrake,['folk music'],10675.0
Count Ossie,['reggae'],7608.0
Country Joe McDonald,"['country music', 'alternative country', 'folk rock']",18844.0
Courtney Cox,['heavy metal'],68.0
Courtney Pollock,['rock music'],5169.0
Cousin Silas,"['drone music', 'ambient music']",18097.0
Cowboy Copas,['country music'],9525.0
Crack Fierce,['noise music'],2275.0
Craig Finn,['post-punk'],19789.0
Craig Frost,['rock music'],2997.0
Craig Fuller,"['rock music', 'blues', 'country music']",4721.0
Craig G,['hip-hop'],21112.0
Craig Goldy,['heavy metal'],11775.0
Craig Gruber,['rock music'],4768.0
Craig Hooper,['indie rock'],3596.0
Craig Jones,['heavy metal'],872.0
Craig Kinsey,['Americana'],10321.0
Craig MacGregor,"['blues rock', 'hard rock', 'rock music']",7909.0
Craig Mack,['hip-hop'],28928.0
Craig Montoya,['alternative rock'],5660.0
Craig Ross,"['rock music', 'soul']",5478.0
Craig Wedren,"['alternative rock', 'indie rock', 'post-hardcore']",14887.0
Craig Wood,['punk rock'],413.0
Craig Wuest,['electronic music'],6872.0
Creep Creepersin,['horror punk'],13197.0
Crispian St. Peters,['pop music'],13996.0
Crispian Steele-Perkins,['classical music'],7074.0
Crispin Gray,['rock music'],6046.0
Criss Oliva,"['progressive metal', 'speed metal', 'heavy metal', 'groove metal', 'power metal']",12847.0
Cristian Heyne,['pop music'],2008.0
Cristian Vogel,['electronic music'],6800.0
Cristiano De André,['traditional folk music'],10104.0
Cristina,['no wave'],2975.0
Cristina Martinez,['rock and roll'],68.0
Cristina Ortiz,['classical music'],3533.0
Cristy Lane,"['country music', 'folk music']",32337.0
Cristy Road,['punk rock'],9832.0
Crooked I,"['hardcore hip-hop', 'hip-hop', 'underground hip-hop', 'gangsta rap', 'West Coast hip-hop']",73.0
Cruz Martínez,['cumbia'],21866.0
Crystal Bright,['world music'],27080.0
Cub Koda,['rock music'],9396.0
Cuco Valoy,['son cubano'],3006.0
Cui Jian,['rock music'],21983.0
Culoe De Song,['house music'],13865.0
Curley Money,['country music'],4874.0
Curly Seckler,['bluegrass music'],8655.0
Curse,['hip-hop'],18441.0
Curtis Creager,['punk rock'],3565.0
Curtis Eller,['Americana'],8206.0
Curtis Fields,['rhythm and blues'],7095.0
Curtis Gordon,['country music'],4425.0
Curtis Hasselbring,['jazz'],5885.0
Curtis Peagler,['jazz'],5308.0
Curtis Robertson Jr.,['post-bop'],2779.0
Curtis Salgado,['blues'],8321.0
Custom,['alternative rock'],1785.0
Cynthia Robinson,['soul'],8209.0
Cyril Neville,"['funk', 'rhythm and blues']",8128.0
Cyrus,['symphonic black metal'],13577.0
Cécile Verny,['jazz'],8184.0
Cédric Hanriot,['jazz'],5335.0
D Smoke,['hip-hop'],11755.0
D'Arcy Broderick,['traditional folk music'],5256.0
D'arcy Wretzky,['alternative rock'],18413.0
D-Flex,['rapping'],26.0
D-Mark,['trance'],7890.0
D-Sisive,['underground hip-hop'],14337.0
D. L. Menard,['Cajun music'],10281.0
D. Ramirez,['electronica'],5108.0
D.A. Wallach,['traditional pop'],43.0
D.D. Verni,"['heavy metal', 'thrash metal']",9696.0
D.J. Mek,['hip-hop'],7691.0
DJ A-Tron,['hip-hop'],4766.0
DJ Aligator,['electronic dance music'],9437.0
DJ Bitman,['electronica'],6327.0
DJ BoBo,"['electronica', 'pop music', 'pop rap', 'house music']",30277.0
DJ Brace,['turntablism'],7399.0
DJ Chef,['dubstep'],2869.0
DJ Colin Francis,['hip-hop'],7339.0
DJ Collage,['reggae fusion'],5951.0
DJ Damage,['Australian hip hop'],12802.0
DJ Delete,"['rawstyle', 'hardstyle']",2263.0
DJ Disco Wiz,['hip-hop'],6049.0
DJ Dolores,['electronic music'],1854.0
DJ Edwin,['dance music'],16363.0
DJ Green Lantern,"['reggae', 'hip-hop']",13013.0
DJ Hollywood,['hip-hop'],3750.0
DJ Hurricane,['hip-hop'],12405.0
DJ Lag,['gqom'],14433.0
DJ Mell Starr,['hip-hop'],6995.0
DJ Mensah,['hip-hop'],10302.0
DJ Official,['Christian hip-hop'],7212.0
DJ Olive,['hip-hop'],7720.0
DJ Q,"['bassline', 'bass house']",16196.0
DJ Rashida,['alternative hip-hop'],4325.0
DJ Rekha,['bhangra'],11598.0
DJ Rush,['techno'],14925.0
DJ Sakin,['trance'],9767.0
DJ Scotch Egg,['chiptune'],6631.0
DJ Slip,['West Coast hip-hop'],2210.0
DJ Sneak,['house music'],4543.0
DJ Vlad,['hip-hop'],9453.0
DJ Woody,['turntablism'],12190.0
DJCXL,['hip-hop'],3017.0
DLT,['pop music'],1145.0
DPR Ian,['contemporary R&B'],18346.0
DY,['rapping'],107.0
Daasebre Gyamenah,['highlife'],7348.0
Daco Junior,['hip-hop'],5866.0
Daddy G,"['downtempo', 'trip hop']",4066.0
Daddy Screw,['dancehall'],4696.0
Dado Villa-Lobos,['post-punk'],5840.0
Dag Ingebrigtsen,['hard rock'],2327.0
Dag Stokke,"['glam metal', 'hard rock']",4439.0
Daishi Dance,"['Shibuya-kei', 'house music']",5646.0
Daisuke Ishiwatari,"['progressive metal', 'speed metal', 'traditional heavy metal']",5644.0
Daisy Dares You,"['electropop', 'pop rock', 'teen pop']",43.0
Dalal Abu Amneh,"['music of Palestine', 'Levant music', 'Arabic music']",10958.0
Dale Clevenger,['classical music'],15271.0
Dale Crover,['sludge metal'],22111.0
Dale Henderson,['heavy metal'],3399.0
Dale Watson,['country music'],408.0
Daler Xonzoda,['pop music'],6524.0
Dalia Shusterman,['alternative rock'],7836.0
Dallas Austin,['rhythm and blues'],15917.0
Dallas Taylor,['rock and roll'],359.0
Dallas Taylor,"['southern rock', 'metalcore']",359.0
Dallas Toler-Wade,['technical death metal'],7705.0
Damhnait Doyle,"['country music', 'indie rock', 'pop music', 'traditional folk music']",11700.0
Damian O'Neill,['punk rock'],5411.0
Damien Moyal,"['metalcore', 'gothic rock', 'post-punk', 'post-hardcore', 'melodic hardcore', 'hardcore punk']",135672.0
Damien O'Kane,['traditional folk music'],3361.0
Damn Kids,['electronic music'],13847.0
Damon Albarn,"['art rock', 'indie rock', 'dub music', 'hip-hop', 'worldbeat', 'Britpop', 'alternative rock', 'world music', 'alternative hip-hop']",114369.0
Damon Marks,['pop rock'],7531.0
Damon Reece,['downtempo'],4027.0
Dan Allon,['comics'],9195.0
Dan Andrei Aldea,['rock music'],4224.0
Dan Barker,['jazz'],16121.0
Dan Berglund,['jazz'],5835.0
Dan Bern,['folk music'],15035.0
Dan Bittman,['rock music'],4395.0
Dan Brown,"['thriller', 'detective fiction', 'speculative fiction']",42341.0
Dan Burley,['jazz'],10066.0
Dan Bárta,['jazz'],3456.0
Dan Campbell,"['indie rock', 'folk rock', 'alternative rock', 'pop-punk', 'emo']",39162.0
Dan Catsis,['post-punk'],3011.0
Dan Crary,['bluegrass music'],5500.0
Dan Deacon,['electronic music'],44365.0
Dan Donegan,['heavy metal'],9376.0
Dan Ettinger,['classical music'],7571.0
Dan Faulk,['jazz'],3609.0
Dan Friel,['outsider house'],5003.0
Dan Glendining,['rock music'],88.0
Dan Haigh,['alternative metal'],16843.0
Dan Hicks,"['jazz', 'traditional folk music']",723.0
Dan Hipgrave,['indie rock'],4381.0
Dan Hoerner,['alternative rock'],5150.0
Dan Laurin,['classical music'],4151.0
Dan Logan,['indie rock'],3456.0
Dan Mangan,['indie rock'],31039.0
Dan McCafferty,"['rock music', 'hard rock', 'rock and roll', 'blues rock']",13537.0
Dan Michaelson,['indie rock'],6830.0
Dan Monti,"['art rock', 'progressive rock', 'alternative metal', 'heavy metal', 'traditional heavy metal']",3855.0
Dan Murphy,['alternative rock'],40.0
Dan Potthast,['ska'],68.0
Dan Reynolds,"['alternative rock', 'pop rock']",62041.0
Dan Roberts,['rock music'],41.0
Dan Schmid,['ska'],7251.0
Dan Snaith,"['electronic dance music', 'deep house', 'folktronica', 'psychedelic rock', 'intelligent dance music', 'dream pop', 'psychedelic pop', 'electronic music', 'noise pop', 'shoegaze', 'neo-psychedelia', 'electronica']",14972.0
Dan Spitz,['thrash metal'],11482.0
Dan Stevens,['punk rock'],67292.0
Dan Sundquist,['pop music'],24620.0
Dan Tepfer,"['jazz', 'classical music', 'free improvisation']",4594.0
Dan Tyminski,['bluegrass music'],17875.0
Dan Weiss,['jazz'],39.0
Dan Whitesides,['alternative rock'],246.0
Dan Wilde,['traditional folk music'],6035.0
Dan Woodgate,['ska'],12624.0
Dan Zimmermann,['power metal'],5129.0
Dana Colley,['alternative rock'],8599.0
Dana Dawson,['pop music'],10675.0
Dana Dragomir,['popular music'],12212.0
Dana Glover,['pop music'],4575.0
Dana Key,['blues'],14377.0
Dana Kletter,"['alternative rock', 'hardcore punk']",10869.0
DaniLeigh,['contemporary R&B'],23106.0
Daniel Buess,['experimental music'],11817.0
Daniel Caesar,"['neo soul', 'soul', 'contemporary R&B']",31229.0
Daniel Davison,['metalcore'],6575.0
Daniel Doura,['classical music'],33645.0
Daniel Erlandsson,['melodic death metal'],4907.0
Daniel Fishkin,['experimental music'],2409.0
Daniel Handler,['fairy tale'],37820.0
Daniel House,['grunge'],417.0
Daniel Hunt,['electronic music'],5718.0
Daniel Jobim,"['rock music', 'bossa nova']",7841.0
Daniel Jones,['pop music'],2064.0
Daniel Löble,['power metal'],4174.0
Daniel Miller,"['post-punk', 'new wave', 'industrial music']",1282.0
Daniel O'Sullivan,['experimental rock'],609.0
Daniel P. Carter,['alternative rock'],8222.0
Daniel Padilla,['pop music'],103722.0
Daniel Ponce,"['jazz', 'Afro-Cuban jazz']",3272.0
Daniel Roth,['classical music'],282.0
Daniel Santacruz,"['bachata', 'Latin pop', 'merengue']",6502.0
Daniel Savio,['electronic music'],9936.0
Daniel Schnyder,"['jazz', 'pop music', 'world music', 'nu jazz']",3030.0
Daniel Svensson,['melodic death metal'],5357.0
Daniel Tashian,"['country music', 'contemporary folk music', 'rock music']",20237.0
Daniel Testa,['pop music'],62.0
Daniela Alfinito,['schlager music'],8942.0
Daniele Amfitheatrof,['classical music'],8196.0
Danielle Baquet-Long,['electronic music'],6010.0
Danielle Haim,"['pop rock', 'new wave']",26323.0
Danielle Kimmey,['contemporary Christian music'],8120.0
Danieto,['electronica'],6171.0
DanimaL,['hip-hop'],5260.0
Danimal Cannon,['chiptune'],6349.0
Danjūrō Ishizaka,['classical music'],0.0
Dann Huff,['hard rock'],21442.0
Dann Hume,['alternative rock'],12139.0
Danny Ben-Israel,['psychedelic rock'],2877.0
Danny Bryant,['blues'],5413.0
Danny Cedrone,['rock and roll'],12510.0
Danny Coralles,['black metal'],4471.0
Danny Cox,"['folk rock', 'traditional folk music']",802.0
Danny Faragher,['soul'],8399.0
Danny Hyde,['industrial music'],5553.0
Danny Joe Brown,['rock music'],5230.0
Danny Jones,"['pop-punk', 'pop rock']",19049.0
Danny Kirwan,"['rock music', 'blues', 'blues rock']",91774.0
Danny Kortchmar,['rock music'],14985.0
Danny Lohner,['hard rock'],35140.0
Danny Nettey,['gospel music'],7984.0
Danny Nordahl,['rock and roll'],253.0
Danny Pearson,['soul'],380.0
Danny Rapp,['doo-wop'],4882.0
Danny Rodriguez,['Christian hip-hop'],7214.0
Danny Seraphine,['rock music'],14775.0
Danny Spencer,['alternative rock'],2287.0
Danny Stag,"['heavy metal', 'glam metal']",4226.0
Danny Tenaglia,"['electronica', 'house music']",9724.0
Danny Whitten,['hard rock'],12418.0
Danny Worsnop,['rock music'],48954.0
Dany Doriz,['jazz'],1523.0
Danyèl Waro,['maloya'],1284.0
Daovieng Boudnakho,"['luk thung', 'phleng phuea chiwit']",0.0
Dappy,['rapping'],22394.0
Dar Williams,"['country music', 'folk music', 'traditional folk music']",20941.0
Dardanelle,['jazz'],335.0
Darey,"['Afrobeat', 'rhythm and blues']",26786.0
Darius Semaña,['rock music'],3385.0
Dariush Eghbali,['pop music'],77.0
Dariusz Brzozowski,['death metal'],10731.0
Darkhan Juzz,['indie pop'],10017.0
Darko Jelčić,['pop rock'],7694.0
Darlene McCoy,['gospel music'],9197.0
Daron Malakian,['alternative metal'],22847.0
Darondo,['soul'],11344.0
Darq E Freaker,['grime'],6640.0
Darrell McCall,['country music'],10673.0
Darrell Nulisch,['Texas blues'],5066.0
Darrell Roberts,['heavy metal'],3220.0
Darrell Sweet,['hard rock'],187.0
"Darren ""Daz"" White",['doom metal'],3693.0
Darren Allison,['pop music'],14406.0
Darren Middleton,['alternative rock'],22732.0
Darren Watson,['blues'],215.0
Darrin Mooney,"['alternative rock', 'heavy metal']",6807.0
Darryl Hunt,"['rock music', 'folk music', 'Celtic music', 'punk rock']",26393.0
Darryl Jenifer,['hardcore punk'],4512.0
Darryl McDaniels,"['rapping', 'hip-hop']",28368.0
Darryl Way,['progressive rock'],5516.0
Darryl Worley,['country music'],11308.0
Daryl Dragon,['pop music'],21043.0
Daryl Palumbo,['rock music'],12192.0
Dav Dralleon,['darksynth'],6429.0
"Dave ""Snaker"" Ray",['blues'],11882.0
Dave Abbruzzese,['alternative rock'],22501.0
Dave Alexander,['blues'],42.0
Dave Alexander,"['rock music', 'proto-punk', 'punk rock']",42.0
Dave Alvin,"['roots rock', 'folk music', 'psychedelic rock', 'rockabilly', 'Americana', 'blues', 'alternative country', 'punk rock']",20801.0
Dave Amato,['rock music'],5965.0
Dave Atchison,['hardcore punk'],2009.0
Dave Baksh,['alternative rock'],11790.0
Dave Ball,"['house music', 'synth-pop', 'techno', 'ambient music', 'new wave', 'Hi-NRG', 'rock music']",65.0
Dave Ballou,['jazz'],3293.0
Dave Bargeron,['jazz'],11672.0
Dave Bartholomew,['jazz'],29683.0
Dave Benton,['pop music'],6445.0
Dave Black,['jazz'],25.0
Dave Bowman,['jazz'],26.0
Dave Brubeck,"['West Coast jazz', 'cool jazz', 'third stream', 'jazz']",53616.0
Dave Burrell,"['jazz', 'post-bop']",15204.0
Dave Catching,"['hard rock', 'stoner rock']",11339.0
Dave Cobb,"['country music', 'folk music', 'country rock']",34082.0
Dave Cochrane,"['experimental music', 'noise music', 'industrial music']",41.0
Dave Cousins,['bluegrass music'],9163.0
Dave Culross,['death metal'],3969.0
Dave Davies,['rock music'],45217.0
Dave DeRoo,['rock music'],6648.0
Dave Dowle,"['hard rock', 'blues']",4750.0
Dave Dreiwitz,['alternative rock'],4554.0
Dave Dudley,['country music'],18004.0
Dave Eringa,['alternative rock'],6913.0
Dave Evans,['bluegrass music'],25.0
Dave Farrell,['alternative rock'],11968.0
Dave Flett,['rock music'],5071.0
Dave Formula,['rock music'],8289.0
Dave Gahan,"['pop music', 'new wave']",34699.0
Dave Henzerling,['hard rock'],11011.0
Dave Hill,"['hard rock', 'glam rock']",1123.0
Dave Hole,['blues'],23366.0
Dave Keuning,['indie rock'],12098.0
Dave Kincaid,['roots rock'],1842.0
Dave Klein,['punk rock'],25.0
Dave Knudson,['indie rock'],247.0
Dave Kushner,['hard rock'],41324.0
Dave LaRue,['rock music'],5042.0
Dave Lombardo,"['experimental rock', 'groove metal', 'heavy metal', 'punk rock', 'thrash metal']",64704.0
Dave Matthews,['jazz'],43550.0
Dave Meros,['progressive rock'],9437.0
Dave Murray,['heavy metal'],76.0
Dave Nelson,['jazz'],9923.0
Dave Parsons,['rock music'],3333.0
Dave Pegg,['rock music'],31181.0
Dave Peverett,['rock music'],10176.0
Dave Pirner,"['rock music', 'grunge', 'punk rock', 'alternative rock']",8254.0
Dave Pomeroy,['country music'],10868.0
Dave Prater,['soul'],10988.0
Dave Pybus,['extreme metal'],7122.0
Dave Quiggle,['hardcore punk'],13526.0
Dave Rees,['punk rock'],4928.0
Dave Reffett,['heavy metal'],17276.0
Dave Rempis,['jazz'],13753.0
Dave Rick,['experimental rock'],5472.0
Dave Riley,"['experimental rock', 'punk rock', 'funk']",17788.0
Dave Rowe,"['Celtic music', 'sea shanty', 'traditional folk music']",51.0
Dave Rowntree,['alternative rock'],25511.0
Dave Rude,['hard rock'],423.0
Dave Sabo,['hard rock'],7960.0
Dave Sardy,['rock music'],30678.0
Dave Schools,['alternative rock'],17836.0
Dave Sharp,['jazz'],4222.0
Dave Sitek,['indie rock'],16274.0
Dave Spitz,['rock music'],27.0
Dave Stogner,['Western swing'],4796.0
Dave Suzuki,['death metal'],3877.0
Dave Swarbrick,"['folk music', 'British folk rock', 'folk rock']",32192.0
Dave Taylor,['rock music'],83.0
Dave Taylor,['jazz'],83.0
Dave Torbert,['rock music'],4598.0
Dave Tozer,['hip-hop'],17808.0
Dave Tyack,['traditional folk music'],8984.0
Dave Van Ronk,"['folk music', 'country blues', 'blues', 'ragtime']",29032.0
Dave Weiner,['heavy metal'],4145.0
Dave Willey,['experimental rock'],7589.0
Dave Williams,"['heavy metal', 'alternative metal', 'nu metal', 'rock music']",41.0
Dave Wyndorf,['hard rock'],16563.0
Dave Young,['progressive rock'],25.0
Davey Faragher,"['pop-punk', 'punk rock']",12274.0
Davey Payne,['rock music'],5298.0
Davey Williams,['jazz'],7378.0
Davey von Bohlen,['indie pop'],9451.0
David A. Martin,['pop music'],26.0
David Allan Coe,['country music'],46453.0
David Balfe,['new wave'],7564.0
David Barrett,['blues'],1016.0
David Blink,['Afro-Cuban jazz'],5339.0
David Bowie,"['art rock', 'art pop', 'pop rock', 'ambient music', 'alternative rock', 'psychedelic rock', 'pop music', 'rapping', 'psychedelic pop', 'new wave', 'electronic music', 'experimental rock', 'soul', 'avant-garde jazz', 'blue-eyed soul', 'glam rock', 'hard rock', 'rock music']",263581.0
David Box,['rock and roll'],10127.0
David Boyd,['alternative rock'],1150.0
David Brigati,['rock music'],5412.0
David Bromberg,"['blues', 'bluegrass music']",18632.0
David Bronson,"['indie rock', 'indie folk', 'folk rock']",3343.0
David Brown,['alternative rock'],8108.0
David Byrne,"['alternative rock', 'new wave']",65588.0
David Castell,['rock and roll'],4184.0
David Corrêa,['samba'],10731.0
David Crosby,"['rock music', 'jazz fusion', 'folk rock', 'country rock']",108612.0
David DeFeis,['heavy metal'],17163.0
David Dineen-Porter,['electronic music'],5319.0
David Edwards,['blues'],2912.0
David Ellefson,['heavy metal'],42924.0
David Eugene Edwards,"['alternative rock', 'country music', 'rock music']",10593.0
David Faustino,['pop music'],20759.0
David Francey,"['folk music', 'American folk music']",8161.0
David Francolini,['alternative rock'],5406.0
David Freiberg,['psychedelic rock'],25050.0
David Frizzell,['country music'],10056.0
David Gates,"['country music', 'pop music']",20627.0
David Goodier,"['rock and roll', 'progressive rock']",2859.0
David Grellier,['synthwave'],12594.0
David Haney,['jazz'],6508.0
David Harvey,['bluegrass music'],30053.0
David Hazeltine,['jazz'],9898.0
David Helfgott,"['classical music', 'Romantic music']",14949.0
David Hidalgo,['rock music'],7753.0
David Hinds,['reggae'],3357.0
David Hofstra,['jazz'],2365.0
David Homyk,"['pop rock', 'pop music', 'soul', 'singer-songwriter music', 'rock music']",6212.0
David Houston,['country music'],691.0
David Hungate,['pop rock'],7163.0
David Hykes,['contemporary classical music'],4774.0
David Immerglück,['indie rock'],12290.0
David Isberg,['hard rock'],3290.0
David Johansen,"['rock music', 'hard rock', 'blues', 'swing music']",28869.0
David Kersh,['country music'],8802.0
David Kilgour,['indie rock'],21822.0
David King,['post-bop'],3325.0
David Kinkade,['death metal'],5245.0
David Kitt,['independent music'],8266.0
David Knight,"['electronic music', 'ambient music']",1130.0
David Knights,['hard rock'],67.0
David LaFlamme,['rock music'],6593.0
David Lang,['opera'],604.0
David Lebón,['rock music'],4273.0
David Lee Murphy,['country music'],11999.0
David Lewis,['jazz'],5268.0
David Licht,['alternative rock'],2007.0
David Lloyd,"['rock music', 'independent music', 'dance-rock']",2564.0
David Lovering,['alternative rock'],19844.0
David Lynch,"['neo-noir', 'surrealist cinema', 'surrealism']",196230.0
David Mansfield,['folk music'],8115.0
David McMurray,['rock music'],31.0
David Miller,['country music'],4347.0
David Miller,"['crossover', 'opera', 'operatic pop']",4347.0
David Munrow,"['classical music', 'early music revival']",21088.0
David Nelson,['rock music'],2877.0
David O'List,['rock music'],7673.0
David Pack,['soft rock'],21213.0
David Pagmar,['indie pop'],6652.0
David Pajo,['rock music'],11469.0
David Paton,['pop music'],16711.0
David Peel,['proto-punk'],223.0
David Quinlan,['gospel music'],383.0
David Ragsdale,['rock music'],10636.0
David Readman,['rock music'],8480.0
David Refael ben Ami,['Hasidic music'],81.0
David Ricketts,['rock music'],267.0
David Roach,['classical music'],598.0
David Rovics,['independent music'],16249.0
David Russell,['classical music'],2163.0
David Ryder Prangley,['electronica'],7397.0
David Sanborn,"['blues rock', 'jazz fusion', 'pop music', 'blues', 'rhythm and blues', 'jazz']",44806.0
David Saperton,['classical music'],7456.0
David Scott Stone,['dance-punk'],4187.0
David Shelley,['blues rock'],31529.0
David Spinozza,"['rock music', 'jazz fusion']",18415.0
David Stone,['art rock'],1145.0
David T. Chastain,['heavy metal'],44.0
David Thomas,"['jazz', 'art rock']",7220.0
David Tibet,"['neofolk', 'industrial music']",20243.0
David Todd,['house music'],437.0
David Tronzo,['jazz'],7274.0
David Twohill,['rock music'],4515.0
David Vincent,"['country music', 'death metal', 'extreme metal']",398.0
David Weiss,['jazz'],1059.0
David Werner,['rock music'],7085.0
David Whittaker,['electronic music'],322.0
David Wilczewski,['jazz'],1809.0
David Wise,['chiptune'],551.0
David Wm. Sims,['alternative rock'],3937.0
David Yarritu,['rock music'],2249.0
David Young,['easy listening'],4122.0
Davido,"['screamo', 'pop music', 'screamo rap', 'African popular music']",105709.0
Davy Henderson,['post-punk'],4900.0
Dawin,"['electronic dance music', 'dance-pop']",8414.0
Dawn Hampton,['jazz'],20323.0
Dawn Richardson,['indie rock'],11307.0
Dawn Robinson,"['hip-hop', 'pop music', 'soul', 'rock music', 'dance-pop']",24990.0
Dawud Wharnsby,['traditional folk music'],26198.0
Dax Reynosa,"['smooth jazz', 'underground hip-hop', 'Christian hip-hop', 'freestyle rap', 'battle rap']",20858.0
Dazastah,['Australian hip hop'],8136.0
DeFord Bailey,['blues'],24255.0
DeScribe,['dancehall'],86.0
DeVante Swing,['soul'],7253.0
Dea Norberg,['pop music'],3175.0
Deacon Jones,"['soul', 'boogie-woogie']",29819.0
Deadlee,['hip-hop'],10305.0
Dean Brown,"['jazz', 'jazz fusion', 'jazz rock', 'crossover jazz']",12493.0
Dean DeLeo,['alternative rock'],6206.0
Dean Dillon,['country music'],18684.0
Dean Fasano,['hard rock'],9030.0
Dean Fraser,['reggae'],6531.0
Dean Fujioka,"['bass music', 'J-pop', 'dubstep']",142483.0
Dean Garcia,['alternative rock'],9259.0
Dean Magraw,['jazz'],3078.0
Dean Pleasants,['heavy metal'],3309.0
Dean Reed,"['pop music', 'bard song']",20242.0
Dean Wareham,['dream pop'],13264.0
Dean Ween,['alternative rock'],10077.0
Deane Kincaide,['jazz'],2455.0
Deane Waretini,['pop music'],21758.0
Deantoni Parks,['alternative rock'],19262.0
Deb Ryder,['blues'],7760.0
Debashish Bhattacharya,"['Hindustani classical music', 'jazz fusion']",14819.0
Debasis Chakroborty,['Indian classical music'],4415.0
Debbi Peterson,['pop rock'],3398.0
Debbie Googe,['alternative rock'],5683.0
Debbie Jacobs,"['disco', 'house music']",2296.0
Debbii Dawson,['folk music'],8129.0
Debi Derryberry,"[""children's music"", 'acoustic music']",37998.0
Deborah Cox,['contemporary R&B'],36591.0
Declan Galbraith,"['popular music', 'folk rock']",5465.0
Declan Mulligan,"['blues rock', 'pop rock', 'folk rock']",6344.0
Dee Alexander,['jazz'],2487.0
Dee Murray,['rock music'],10224.0
Dee Sharp,['reggae'],2959.0
DeeJay Punk-Roc,['big beat'],6106.0
Dege Legg,"['rock music', 'folk music', 'Delta blues', 'country music']",0.0
Dejan Knez,['industrial music'],1264.0
Dekumzy,"['gospel music', 'soul', 'rhythm and blues']",7635.0
Del Barber,"['folk music', 'alternative music', 'traditional folk music']",34374.0
Delaney Jane,"['electronic music', 'pop music', 'dance music']",24809.0
Delbert McClinton,"['country music', 'blues']",23646.0
Dele Ojo,"['jazz', 'Afrobeat', 'highlife']",4436.0
Delroy Washington,['reggae'],5780.0
Delroy Wilson,['ska'],9063.0
Delta Goodrem,['pop music'],110531.0
Demir Demirkan,['thrash metal'],8251.0
Demon,['house music'],110555.0
Den Harrow,"['pop music', 'Italo disco']",17082.0
Dendemann,['German hip-hop'],7367.0
Denine,['freestyle music'],2881.0
Denis Bouriakov,['classical music'],6593.0
Denis Haines,['new wave'],2329.0
Denis Teofikov,['folk music'],8931.0
Dennis Alcapone,['reggae'],7873.0
Dennis Bovell,['dub music'],9492.0
Dennis Budimir,['jazz'],20355.0
Dennis Frederiksen,['rock music'],19660.0
Dennis Jernigan,['contemporary Christian music'],6939.0
