artistLabel,genreLabel,length
Koray Candemir,['rock music'],6830.0
Koreless,['electronica'],12703.0
Korey Cooper,"['industrial music', 'alternative metal', 'Christian rock', 'hard rock', 'post-grunge']",27.0
Kornelije Kovač,['progressive rock'],5979.0
Kosta Zafiriou,['hard rock'],5221.0
Kostas Andreou,['instrumental music'],0.0
Kostis Maraveyas,['world music'],13982.0
Kotoko,"['techno', 'trance', 'denpa song', 'J-pop']",1043.0
Kramies,['indie folk'],3596.0
Kraus,"['dream pop', 'noise pop', 'shoegaze', 'noise rock']",7098.0
Kris Chetan Ramlu,['classical music'],11119.0
Kris Defoort,"['jazz', 'opera']",8326.0
Kris Jensen,['pop music'],2847.0
Kris Menace,['nu-disco'],10926.0
Kris Norris,['melodic death metal'],9196.0
Kristen Pfaff,['alternative rock'],18098.0
Krister Dreyer,['gothic metal'],3561.0
Kristian B. Jacobsen,['jazz'],3616.0
Kristian Lundin,['pop music'],2792.0
Kristian Ranta,['melodic death metal'],9260.0
Kristian Wåhlin,['death metal'],18762.0
Kristin Diable,['Americana'],9106.0
Kristofer Steen,['punk rock'],2315.0
Kristopher Schau,"['heavy metal', 'punk rock', 'rock music']",4785.0
Kryštof Harant,"['liturgical music', 'classical music']",9566.0
Krzysztof Grabowski,['rock music'],2866.0
Krzysztof Klenczon,"['rock music', 'big-beat (Eastern bloc)']",2061.0
Krzysztof Raczkowski,['death metal'],7264.0
Kuba Badach,['pop music'],5407.0
Kuningas Pähkinä,['rapping'],6161.0
Kura,['house music'],1311.0
Kurdt Vanderhoof,['heavy metal'],6316.0
Kurious,['hip-hop'],6560.0
Kurt Ballou,['mathcore'],18694.0
Kurt Dahlke,['experimental music'],8221.0
Kurt Foss,['traditional pop'],3720.0
Kurt Hugo Schneider,['pop music'],37204.0
Kurt Nilsen,['pop music'],29027.0
Kurt Ralske,['indie rock'],4676.0
Kurt Riley,"['art rock', 'rock and roll', 'synth-pop', 'new wave', 'post-punk', 'glam rock']",11566.0
Kurt Robertson,['punk rock'],4030.0
Kurt Schwitters,['abstract art'],68142.0
Kurt Wagner,"['country music', 'alternative country', 'folk rock']",310.0
Kwabena Kwabena,"['highlife', 'hiplife']",10216.0
Kwabs,"['soul', 'rhythm and blues']",14691.0
Kwes,['pop music'],25951.0
Kyle Alessandro,['pop music'],9453.0
Kyle Cook,['alternative rock'],6251.0
Kyle McKearney,"['rock music', 'blues', 'country rock', 'rhythm and blues']",5018.0
Kym Marsh,['pop music'],47403.0
Kym Warner,"['country music', 'bluegrass music']",11225.0
Kyoko Fukada,['J-pop'],19866.0
Kyprios,['hip-hop'],3789.0
Kyrylo Turychenko,"['pop rock', 'pop music']",67.0
Kálmán Balogh,['jazz'],10161.0
Kâzım Koyuncu,['rock music'],5005.0
Kåre Jostein Simonsen,['classical music'],6338.0
Kıraç,['Anatolian rock'],454.0
Kōsuke Mine,"['jazz', 'jazz fusion']",0.0
L-FRESH the LION,['hip-hop'],0.0
L. G. McKinley,['Chicago blues'],0.0
La Bien Querida,['indie rock'],7908.0
La the Darkman,['hip-hop'],8276.0
La'Porsha Renae,['contemporary R&B'],13810.0
LaTavia Roberson,['contemporary R&B'],29656.0
LaTour,['electronica'],12050.0
LaVerne Butler,['jazz'],3099.0
Lackluster,['intelligent dance music'],12648.0
Laco Déczi,['jazz'],1807.0
Lacy J. Dalton,"['country music', 'folk music']",13116.0
Ladi Geisler,['jazz'],8129.0
Ladislav Štaidl,['pop music'],2174.0
Lafayette Thomas,['blues'],5653.0
Lage Fosheim,['pop music'],5439.0
Lahav Shani,['classical music'],8902.0
Laidback Luke,['house music'],6884.0
Lainey Wilson,"['country music', 'folk music']",34017.0
Lajon Witherspoon,"['alternative metal', 'nu metal']",9727.0
Lajos Dudas,['jazz'],4192.0
Lakki Patey,['jazz fusion'],4284.0
Lal Waterson,['traditional folk music'],7637.0
Lala Karmela,['pop music'],4132.0
Lalo Rodríguez,['salsa'],14970.0
Lane 8,['deep house'],29850.0
Langhorne Slim,['alternative rock'],15132.0
Lantz L'Amour,['pop rock'],17712.0
Lara Fabian,"['pop rock', 'pop music', 'operatic pop']",47137.0
Lara St. John,['classical music'],15626.0
Laramie Dean,['punk rock'],12493.0
Lari White,"['country music', 'folk music']",35485.0
Larry Byrom,['blues rock'],2221.0
Larry Campbell,"['country music', 'folk rock']",11308.0
Larry Darnell,['rhythm and blues'],4573.0
Larry Dunn,['funk'],13615.0
Larry Farkas,['thrash metal'],11064.0
Larry Finnegan,['pop music'],6733.0
Larry Garner,['blues'],6031.0
Larry Gatlin,['country music'],262.0
Larry Groce,['country music'],12180.0
Larry Heard,"['jazz house', 'Chicago house', 'deep house', 'house music']",9448.0
Larry Junstrom,['southern rock'],4802.0
Larry LaLonde,['heavy metal'],10575.0
Larry Lee,['hard rock'],676.0
Larry Miller,['Cajun music'],1604.0
Larry Muhoberac,['rock music'],8399.0
Larry Porter,['jazz'],212.0
Larry Reinhardt,['rock music'],11107.0
Larry Rivers,['jazz'],15559.0
Larry Shields,['jazz'],4763.0
Larry Smith,['rock music'],2217.0
Larry Stewart,['country music'],361.0
Larry Taylor,"['blues rock', 'rock and roll', 'blues', 'avant-garde metal']",20411.0
Larry Van Kriedt,['jazz'],7905.0
Larry Willis,"['bebop', 'jazz fusion', 'jazz-funk', 'Afro-Cuban jazz', 'jazz']",10373.0
Lars Fredrik Beckstrøm,['pop music'],1726.0
Lars Fredrik Frøislie,['progressive rock'],6553.0
Lars Horntveth,"['jazz', 'trip hop']",6260.0
Lars Håvard Haugen,['country music'],5149.0
Lars Lillo-Stenberg,['rock music'],2443.0
Lars Rosenberg,['heavy metal'],2023.0
Lars Sjösten,['jazz'],1979.0
Lary Seven,['post-punk'],1491.0
Lasse Myrvold,['punk rock'],6653.0
Laufey,['jazz'],669.0
Laura Carter,['indie rock'],196.0
Laura Chavez,"['blues', 'soul', 'rhythm and blues']",14892.0
Laura Cox,"['blues rock', 'hard rock', 'southern rock']",391.0
Laura Hackett Park,['contemporary Christian music'],10637.0
Laura Izibor,['soul'],15030.0
Laura Jansen,['pop music'],14537.0
Laura Karpman,['electronic music'],24446.0
Laura Les,"['electronic music', 'experimental music', 'hyperpop', 'hardcore']",14890.0
Laura Niquay,"['rock music', 'folk music', 'grunge']",2822.0
Laura Weber White,"['country music', 'folk music', 'gospel music', 'bluegrass music']",26408.0
Laurel,"['chamber pop', 'indie pop']",3154.0
Lauren Andino,['alternative rock'],5745.0
Lauren Jenkins,"['Americana', 'folk music', 'country pop']",39608.0
Laurie Frink,['jazz'],2584.0
Laurin Talese,['jazz'],5557.0
Lauryn Hill,"['hip-hop', 'reggae', 'neo soul', 'soul', 'rhythm and blues']",237808.0
Lauv,['electronic music'],52319.0
"Lawrence ""Boo"" Mitchell",['rhythm and blues'],6633.0
Lawrence Paterson,['heavy metal'],26.0
Lawrence Tibbett,['opera'],15103.0
Lawrence Walker,['Cajun music'],5102.0
Lawrie Minson,['country music'],6252.0
Laza Ristovski,['new age music'],17363.0
Lazy Lester,"['swamp blues', 'blues']",12692.0
Le Youth,"['electronica', 'deep house', 'house music']",14771.0
Le1f,['hip-hop'],15360.0
LeToya Luckett,['contemporary R&B'],59707.0
Lea Birringer,['Musique classique'],14058.0
Leah Haywood,['pop music'],20767.0
Lech Janerka,['post-punk'],7868.0
Leda Valladares,['poetry'],34029.0
Ledisi,"['jazz', 'big band', 'contemporary R&B']",50463.0
"Lee ""Scratch"" Perry","['jungle', 'dub music', 'reggae', 'drum and bass', 'rocksteady', 'ska']",45298.0
Lee Altus,"['heavy metal', 'thrash metal']",5257.0
Lee Benoit,['Cajun music'],7441.0
Lee Brilleaux,['rock and roll'],6822.0
Lee DeWyze,['pop rock'],45993.0
Lee Dorman,['psychedelic rock'],6507.0
Lee Gaze,['alternative metal'],5367.0
Lee Greenwood,['country music'],21645.0
Lee Harris,"['synth-pop', 'art rock', 'post-rock', 'new wave']",901.0
Lee Jong-hyun,['pop rock'],36628.0
Lee Katzman,['jazz'],3188.0
Lee Loughnane,['rock music'],11209.0
Lee Major,['rapping'],21245.0
Lee Malia,['metalcore'],19910.0
Lee Michaels,['rock music'],11578.0
Lee Morris,['hard rock'],247.0
Lee Oskar,['rock music'],14883.0
Lee Payne,['heavy metal'],5419.0
Lee Ranaldo,"['alternative rock', 'indie rock']",24003.0
Lee Rocker,"['rock music', 'pop music', 'blues', 'rockabilly']",16156.0
Lee Shaw,['jazz'],4441.0
Lee Thompson,['ska'],654.0
Lee Tomboulian,['jazz'],14246.0
Lee Ving,['hardcore punk'],27949.0
Lefteris Papadimitriou,['electronic music'],2243.0
Lefty Frizzell,['country music'],20548.0
Legendary Stardust Cowboy,['psychobilly'],14993.0
Leif Erickson,['Western'],58.0
Leif Segerstam,['symphony'],29940.0
Leif Vollebekk,['indie folk'],9522.0
Leigh Nash,"['folk music', 'pop rock']",15830.0
Leila Forouhar,['dance music'],9675.0
Lena Kovačević,['jazz'],7267.0
Lena Meyer-Landrut,"['independent music', 'pop music', 'indie pop']",78366.0
Lena Park,['soul'],62797.0
Lena Raine,"['soundtrack', 'video game music']",24689.0
Lena Wilson,['classic female blues'],3648.0
Lene Marlin,"['folk music', 'pop music']",9298.0
Lene Nystrøm,"['pop music', 'Eurodance']",22925.0
Lennie Hibbert,['reggae'],5119.0
Lennie McBrowne,['jazz'],28.0
Lennie Niehaus,['jazz'],17471.0
Lenny Castro,"['jazz', 'rock music']",6016.0
Lenny Fontana,['house music'],29125.0
Lenny Ibizarre,['electronic music'],3332.0
Lenny Kaye,"['rock music', 'folk rock']",10488.0
Lenny Santos,['bachata'],8353.0
Lenny Welch,['pop music'],14857.0
Leo Nocentelli,['funk'],28559.0
Leo O'Kelly,['traditional folk music'],6994.0
Leo Rojas,['traditional folk music'],3964.0
Leo Sayer,['pop music'],24422.0
Leo Setiawan,['avant-garde metal'],4872.0
Leon Bibb,['folk music'],4735.0
Leon Hendrix,['blues rock'],6615.0
Leon Niihama,['enka'],9349.0
Leon Sash,['jazz'],5030.0
Leon Vynehall,['house music'],11308.0
Leon Wilkeson,['rock music'],10767.0
Leona Naess,['alternative rock'],14248.0
Leonard Nimoy,"['Western', 'science fiction']",98948.0
Leonard Rose,['classical music'],5964.0
Leonard Warren,['opera'],9243.0
Leonel Kaplan,['experimental music'],5641.0
Leonor Watling,['pop music'],27018.0
Leontina Văduva,['opera'],29.0
Leopold Hofmann,['symphony'],13681.0
Leopold Mozart,['symphony'],33257.0
Leroy,['rock music'],1671.0
"Leroy ""Sugarfoot"" Bonner",['funk'],3588.0
Leroy Foster,['blues'],177.0
Leroy Hutson,['soul'],14687.0
Leroy Leblanc,['Cajun music'],7387.0
Leroy Lovett,['jazz'],2178.0
Leroy Sibbles,"['reggae', 'rocksteady']",13174.0
Leroy Smart,['reggae'],5524.0
Leroy Van Dyke,['country music'],9523.0
Leroy Wallace,['reggae'],3301.0
Les Binks,['heavy metal'],13661.0
Les DeMerle,['jazz'],4906.0
Les Gordon,['electronic music'],5786.0
Les McCann,"['jazz', 'soul jazz', 'rhythm and blues']",15268.0
Les Reed,['popular music'],312.0
Les Smith,['death-doom'],3366.0
Les Vandyke,['popular music'],29463.0
Les Welch,"['jazz', 'rock music']",4056.0
Lesha Svik,"['rapping', 'hip-hop']",18742.0
Leslie Hardy,['punk rock'],183.0
Leslie Mills,['pop music'],11210.0
Lester Butler,['blues'],5145.0
Lester Quitzau,['blues'],2158.0
Lester Sterling,"['ska', 'reggae']",4923.0
Lester Young,['jazz'],31454.0
Letta Mbulu,"['music of Africa', 'pop music', 'jazz']",5679.0
Lety López,['pop music'],16764.0
Levi Díaz,['pop music'],8889.0
Levi Parham,['blues'],10895.0
Levy Sekgapane,['opera'],15366.0
Lew Soloff,"['jazz', 'big band']",14588.0
Lew Williams,['rock music'],5205.0
Lewie Steinberg,['soul'],4658.0
Lewis Storey,['country music'],7239.0
Lewis Worrell,['jazz'],5155.0
Leyland Kirby,"['electronic music', 'experimental music']",38.0
Li'l Millet,['rhythm and blues'],4177.0
Liam Fray,['indie rock'],8901.0
Liam Frost,['alternative rock'],24838.0
Liam Genockey,['jazz'],6648.0
Liam Howe,['electronica'],21389.0
Liam Howlett,"['rave music', 'techno', 'big beat']",9283.0
Liam Lynch,['hard rock'],343.0
Liam O'Flynn,['music of Ireland'],13958.0
Liam O'Neil,['indie rock'],95.0
Liam Tyson,"['psychedelic rock', 'Britpop']",6098.0
Lian Gerbino,['pagan metal'],22.0
Lianne La Havas,"['folk music', 'soul']",24879.0
Libby Holman,['pop music'],42453.0
Libby Jones,['alternative rock'],7413.0
Liberace,['classical music'],70693.0
Liberty DeVitto,['pop music'],15231.0
Librado Net,['Danza'],9098.0
Lida Husik,['rock music'],4188.0
Lidell Townsell,['house music'],5210.0
Liev Tuk,"['rock music', 'soul']",5419.0
Lights,"['pop rock', 'synth-pop', 'alternative rock', 'new wave', 'electropop', 'indie pop', 'post-rock', 'dubstep']",111.0
Liis Lemsalu,['pop music'],8308.0
Lil Aaron,"['rap rock', 'emo rap', 'alternative hip-hop']",31332.0
Lil Lotus,"['emo rap', 'metalcore', 'post-hardcore', 'alternative hip-hop', 'pop-punk', 'emo']",29510.0
Lil Peep,"['lo-fi music', 'emo rap', 'alternative rock', 'rap rock', 'trap music', 'alternative hip-hop', 'pop-punk']",125059.0
Lil Ugly Mane,['hip-hop'],54099.0
Lil' Flip,"['hardcore hip-hop', 'hip-hop', 'Southern hip-hop', 'gangsta rap', 'dirty south']",18416.0
Lil' Keke,['hip-hop'],6167.0
Lili Boniche,['Andalusi classical music'],2701.0
Lili Ivanova,['pop music'],13022.0
Lilian Renaud,['folk rock'],1675.0
Lilit Pipoyan,['traditional folk music'],4665.0
Lillian Allen,['reggae'],7870.0
Lillian Boutté,['jazz'],2675.0
Lillie Mae,"['country music', 'folk music']",10450.0
Lily,['K-pop'],110.0
Lincoln Goines,"['Latin jazz', 'jazz fusion']",5253.0
Linda Davis,"['country music', 'folk music', 'country pop']",18315.0
Linda Eder,['pop music'],9561.0
Linda Gail Lewis,"['country music', 'folk music']",10716.0
Linda Hopkins,['blues'],10521.0
Linda Lewis,"['pop music', 'funk', 'ska', 'soul', 'rock music']",32608.0
Linda Lyndell,['soul'],2882.0
Linda McDonald,['heavy metal'],8922.0
Linda Perhacs,['psychedelic folk'],10501.0
Linda Scott,['pop music'],14264.0
Lindita Halimi,"['rock music', 'pop music', 'soul']",30.0
Lindsey Horner,['jazz'],2907.0
Lindsey Way,['industrial rock'],131.0
Lindy Morrison,['indie rock'],45640.0
Linet Masiro Munyali,['rhythm and blues'],0.0
Link Wray,['rock and roll'],29101.0
Linley Hamilton,['jazz'],3578.0
Linval Thompson,['reggae'],4469.0
Liona Boyd,['classical music'],16819.0
Lionel Barrymore,['Western'],34861.0
Liquid Stranger,['downtempo'],19899.0
Liran Danino,"['rock music', 'pop music', 'music of Israel', 'soul']",4118.0
Liroy,['rapping'],16239.0
Lisa Batiashvili,['classical music'],20680.0
Lisa Bella Donna,"['ambient music', 'experimental music', 'avant-garde music']",10159.0
Lisa Fay Beatty,['punk rock'],5531.0
Lisa Germano,['rock music'],13831.0
Lisa Hannigan,['folk music'],39919.0
Lisa Larsson,['opera'],3395.0
Lisa Lashes,['techno'],11109.0
Lisa Miskovsky,"['pop music', 'pop rock']",14797.0
Lisa-Kaindé Diaz,['downtempo'],130.0
Lisle Atkinson,['jazz'],5999.0
Lita Roza,['pop music'],11331.0
Little Bob,"['rock music', 'blues rock']",5510.0
Little Eva,"['pop music', 'dance-pop', 'rhythm and blues']",16944.0
Little Hat Jones,['Texas blues'],6317.0
Little Jimmy Dickens,['country music'],22784.0
Little Johnny Jones,['blues'],15699.0
Little Mack Simmons,['Chicago blues'],6182.0
Little Milton,"['blues', 'soul']",34273.0
Little Richard,"['rock and roll', 'funk', 'soul', 'rhythm and blues', 'rock music', 'gospel music']",161375.0
Little Sammy Davis,['blues'],12139.0
Little Willie John,['soul'],24785.0
Little Willie Littlefield,"['jazz', 'rock and roll']",12479.0
Liv.e,"['alternative R&B', 'hip-hop', 'neo soul']",20574.0
Livestock,['alternative hip-hop'],49218.0
Livingston,['pop music'],3641.0
Liza Anne,['traditional folk music'],4349.0
Lizette Gutierrez,['ranchera'],4560.0
Lizz,['neoperreo'],6010.0
Lizz Wright,"['jazz', 'rhythm and blues', 'traditional folk music']",8839.0
Lizzie Grey,['glam rock'],6889.0
Lloyd Brevett,['ska'],4904.0
Lloyd Glenn,"['jazz', 'blues']",5806.0
Lloyd Green,['country music'],22970.0
Lloyd Knibb,['ska'],6502.0
Lloyd Lambert,"['jazz', 'gospel music']",10785.0
Lloyd Miller,['jazz'],240.0
Lloyd Price,"['rock music', 'rhythm and blues', 'jazz']",31259.0
Lloyd Roberts,"['rap metal', 'crossover thrash', 'hardcore', 'traditional heavy metal', 'thrash metal']",363.0
Lloyd Spiegel,['blues'],8739.0
Loane,['electropop'],4358.0
Loc-Dog,['hip-hop'],10213.0
Lodewijk Mortelmans,['opera'],10284.0
Lodewijk de Deyster,"['landscape painting', 'history painting']",5374.0
Lodovico Rocca,['opera'],1187.0
Loga Ramin Torkian,['trance'],5092.0
Logan Lynn,['dance music'],44818.0
Logan Whitehurst,['alternative rock'],13344.0
Logic,"['East Coast hip-hop', 'hip-hop', 'conscious hip-hop', 'pop rap']",148766.0
Lojze Slak,['Alpine folk music'],4621.0
Lol Creme,['rock music'],11406.0
Lol Tolhurst,['new wave'],16485.0
Lolita Flores,['flamenco'],3803.0
Lolly,['bubblegum music'],1519.0
Lolo Zouaï,['contemporary R&B'],9764.0
Londa Larmond,['gospel music'],6080.0
Lone,['electronica'],1541.0
Lone Ranger,['reggae'],77332.0
Lonelady,['post-punk'],10649.0
Loney,['independent music'],167.0
Longineu W. Parsons III,['alternative rock'],5745.0
Lonnie Brooks,['blues'],13870.0
Lonnie Glosson,['country music'],5754.0
Lonnie Holley,"['assemblage', 'sound art']",23628.0
Lonnie Mack,"['blues rock', 'bluegrass music', 'rockabilly', 'country music', 'blues', 'blue-eyed soul', 'gospel music']",101338.0
Lonnie Plaxico,"['jazz', 'vocal music']",9077.0
Lonnie Smith,"['jazz', 'funk', 'soul jazz']",466.0
Loon,['hip-hop'],41489.0
Lord Burgess,"['folk music', 'calypso']",95.0
Lord Creator,['ska'],8704.0
Lord Kitchener,['calypso'],743.0
Loredana Errore,['pop music'],6845.0
Loren Chasse,['psychedelic folk'],2841.0
Loren Mazzacane Connors,['blues'],19365.0
Loren Stillman,"['jazz', 'neo-bop jazz']",5536.0
Lorentz Skougaard-Severini,['opera'],0.0
Lori Barbero,['punk rock'],7638.0
Lori Lieberman,['pop music'],18060.0
Lori Peters,"['hard rock', 'Christian rock', 'post-grunge']",66.0
Lorraine Geller,['jazz'],3198.0
Lotfi Mansouri,['opera'],7922.0
Lou Ann Barton,['rock music'],7669.0
Lou Carter,['jazz'],7194.0
Lou Christie,['pop music'],26411.0
Lou Ciccotelli,['dream pop'],4580.0
Lou Majaw,['rock music'],4163.0
Lou Marini,"['jazz', 'jazz rock', 'rock music']",13382.0
Lou Monte,['pop music'],27403.0
Lou Pardini,['progressive rock'],5358.0
Lou Rhodes,"['pop music', 'indie pop', 'trip hop']",17189.0
Lou Watts,['traditional folk music'],43.0
Louie Austen,['jazz'],3962.0
"Louis A. McCall, Sr.",['rhythm and blues'],57.0
Louis Bacon,['jazz'],24770.0
Louis Cato,['jazz fusion'],7862.0
Louis Cole,['jazz-funk'],19719.0
Louis Gordon,['synth-pop'],2860.0
Louis Jordan,"['jazz', 'blues']",47987.0
Louis Krasner,['classical music'],5287.0
Louis Madison,['jazz'],0.0
Louis Mucci,['jazz'],23.0
Louis Persinger,['classical music'],4295.0
Louis Price,['rhythm and blues'],3185.0
Louis Spohr,"['opera', 'symphony']",20946.0
Louis Teicher,['pop rock'],3028.0
Louis-Emmanuel Jadin,['opera'],5332.0
Louis-Jean Cormier,['pop music'],6477.0
Louisiana Red,['blues'],15671.0
Loulie Jean Norman,['pop music'],4931.0
Lovely Hoffman,['contemporary R&B'],15435.0
Lowell Fulson,['blues'],10758.0
Lowell George,['rock music'],24117.0
Lowell Lo,['cantopop'],3789.0
Loy Ehrlich,['jazz'],1421.0
Lu Edmonds,['punk rock'],6803.0
Luan Parle,['pop rock'],15139.0
Luaty Beirão,"['rapping', 'hip-hop']",3303.0
Luba,"['pop rock', 'calypso', 'pop music', 'adult contemporary music', 'soul', 'rhythm and blues', 'rock music']",1045.0
Luboš Andršt,['blues rock'],8006.0
Luboš Pospíšil,['rock music'],6012.0
Luc Lemay,['technical death metal'],46.0
Luca Francesconi,['opera'],54839.0
Luca Novac,['popular folk music'],3164.0
Luca Princiotta,['traditional heavy metal'],2820.0
Lucas Grabeel,['pop music'],31412.0
Lucia Cifarelli,['industrial metal'],6404.0
Luciano Berio,['opera'],30499.0
Luciano Biondini,['jazz'],1702.0
Luciano Cilio,['minimalist music'],2577.0
Lucie Bigelow Rosen,['electronic music'],6044.0
Lucie Vondráčková,['pop music'],8502.0
Lucille Dixon Robertson,['jazz'],3041.0
Lucille Hegamin,['blues'],10225.0
Lucio Battisti,"['disco', 'pop rock', 'progressive rock', 'synth-pop', 'pop music', 'soft rock', 'rhythm and blues', 'Latin pop']",30057.0
Lucius Borich,['progressive rock'],7358.0
Lucius Shepard,"['magic realism', 'horror literature', 'science fiction']",41601.0
Luckey Roberts,['jazz'],77488.0
Lucky Oceans,['blues'],14250.0
Lucky Otis,['jazz'],6068.0
Lucky Peterson,"['rock and roll', 'blues', 'soul', 'rhythm and blues', 'jazz', 'gospel music']",10983.0
Lucy Hale,"['folk music', 'pop music', 'country pop']",62519.0
Lucy Schwartz,['indie pop'],6932.0
Lucy Spraggan,['folk music'],35492.0
Ludger Rémy,"['Baroque music', 'early music']",5992.0
Ludvík Podéšť,"['popular music', 'classical music', 'operetta']",13504.0
Ludvík Vítězslav Čelanský,['opera'],7892.0
Ludwig Streicher,['classical music'],3194.0
Ludwik Konopko,"['jazz', 'jazz fusion', 'folk music', 'world music', 'crossover jazz', 'blues', 'acoustic music', 'instrumental music', 'flamenco']",9893.0
Luigi Nono,['opera'],48851.0
Luis Alberto Spinetta,['rock music'],23586.0
Luis Beethoven Galvez,['death-doom'],58.0
Luis María Serra,['electroacoustic music'],3391.0
Luis Osvaldo Pino Valdivieso,['Danza'],6655.0
Luis Resto,['rapping'],218.0
Luis Villegas,['jazz'],9795.0
Luisa Rõivas,['pop music'],42.0
Luiz Henrique Rosa,['bossa nova'],4264.0
Luiz Thunderbird,['rockabilly'],47773.0
Luizão Maia,['música popular brasileira'],2405.0
Luka Nižetić,['pop music'],8938.0
Lukas Simonis,['noise rock'],7899.0
Luke Haines,"['alternative rock', 'electronica']",13816.0
Luke Jefferson McDaniel,"['country music', 'rockabilly']",0.0
Luke Johnson,['alternative rock'],792.0
Luke Jordan,['blues'],7817.0
Luke Takamura,['heavy metal'],9175.0
Luke Tan,['country music'],3707.0
Luke Winslow-King,"['folk jazz', 'ragtime', 'Americana', 'blues', 'jazz']",29529.0
Lunice,['experimental hip-hop'],11396.0
Lurlean Hunter,['jazz'],8295.0
Lurrie Bell,"['rock and roll', 'Chicago blues', 'blues']",8503.0
Lustmord,['dark ambient'],20213.0
"Luther ""Houserocker"" Johnson",['blues'],8644.0
Luther Allison,['blues'],17922.0
Luther Johnson,['blues'],500.0
Luther Kent,['blues'],6487.0
Luther Tucker,['Chicago blues'],9210.0
Luys Bien,"['tropical music', 'Latin music', 'salsa', 'merengue', 'bachata', 'merengue típico']",8395.0
Luísa Sobral,"['jazz', 'pop music', 'soul']",10527.0
Lydia Luce,"['Americana', 'folk music', 'classical music']",5540.0
Lyle Ritz,['jazz'],14007.0
Lyn Collins,"['jazz-funk', 'soul']",10137.0
Lyndon Needs,['rockabilly'],4130.0
Lyndsey Gunnulfsen,"['pop rock', 'alternative rock', 'synth-pop', 'electropop', 'post-hardcore', 'rock music']",40.0
Lynn Anderson,"['country music', 'folk music']",70866.0
Lynn Harrell,['classical music'],14831.0
Lynn Lavner,['traditional pop'],3363.0
Lynn Meredith,['rhythm and blues'],6574.0
Lynn Miles,['folk music'],9532.0
Lynne Dawson,['Baroque music'],7841.0
Lynwood Slim,['blues'],5011.0
Lyra,['electropop'],70064.0
Lætitia Sadier,['post-rock'],14922.0
Léon Bonvin,"['genre painting', 'still life', 'landscape painting']",8499.0
Lô Borges,['pop music'],11232.0
Lützenkirchen,['electronica'],3183.0
Lūcija Garūta,['classical music'],10134.0
M. J. Cole,"['2-step garage', 'disco', 'UK garage']",43.0
M. Ward,"['folk music', 'indie folk']",25769.0
M.anifest,"['hip hop culture', 'hip-hop']",26674.0
M1llionz,"['gangsta rap', 'UK drill', 'drill', 'UK rap']",7921.0
MC 900 Ft. Jesus,['hip-hop'],10309.0
MC Buffalo,['hip-hop'],7681.0
MC Chris,"['nerdcore', 'rapping', 'hip-hop']",18355.0
MC Conrad,"['drum and bass', 'jungle', 'hip hop culture']",4403.0
MC Hawking,['nerdcore'],7659.0
MC Kash,['rapping'],15454.0
MC Lars,['hip-hop'],20058.0
MC Luscious,['hip-hop'],2565.0
MC Lyte,['hip-hop'],95073.0
MC Opi,['hip-hop'],16147.0
MC Pressure,['Australian hip hop'],8112.0
MC Ren,"['political hip-hop', 'hardcore hip-hop', 'gangsta rap', 'G-funk', 'West Coast hip-hop']",31527.0
MC Serch,['hip-hop'],12466.0
MEGG,"['pop music', 'pop rock']",4083.0
MMOTHS,['electronic music'],6416.0
MU,['electronic music'],8448.0
MV Bill,['rapping'],6360.0
MaDrique,['hip-hop'],5849.0
Mabe Fratti,"['experimental music', 'avant-garde music']",7581.0
Mabel Scott,['rhythm and blues'],3474.0
Mac Arnold,['blues'],18089.0
Mac Curtis,['country music'],15680.0
Mac Davis,"['country music', 'pop music']",24702.0
Mac Dre,['hip-hop'],16480.0
Mac McCaughan,['indie rock'],8600.0
Mac McNeilly,['alternative rock'],1901.0
Mac Stanton,['French house'],4015.0
Mac Wiseman,"['country music', 'bluegrass music']",13877.0
Macaulay Culkin,"['alternative rock', 'pop rock']",62170.0
Machinedrum,['glitch'],14432.0
Maciej Cieślak,['alternative rock'],1783.0
Mack 10,"['hardcore hip-hop', 'hip-hop', 'funk', 'gangsta rap', 'G-funk', 'West Coast hip-hop']",8483.0
Mad Lion,"['ragga', 'hip-hop', 'dancehall', 'reggae', 'reggae fusion']",4696.0
Madden,"['electronic dance music', 'pop music']",900.0
Madhukar Chandra Dhas,"['Christmas music', 'rock and roll', 'psychedelic rock', 'hard rock', 'gospel music']",0.0
Madilyn Bailey,"['pop music', 'acoustic music']",23330.0
Madison Cunningham,"['Americana', 'folk-pop', 'folk rock']",12795.0
Madison Mars,"['future house', 'house music']",35.0
Madlib,['hip-hop'],35793.0
Madonna Wayne Gacy,['industrial rock'],5461.0
Mads Berven,"['jazz', 'electronic music']",4493.0
Magdolna Rúzsa,['pop music'],101.0
Maggie Ferguson,['tango'],2089.0
Maggie Jones,['blues'],28.0
Maggie Sansone,['Celtic music'],3405.0
Maggie Stiefvater,"['fantasy', 'contemporary fantasy', 'young adult literature']",27272.0
Maggie Walters,['folk music'],7002.0
Magic Dick,['hard rock'],8533.0
Magic Juan,['hip-hop'],186.0
Magne Furuholmen,['synth-pop'],33679.0
Magnet,"['electronic music', 'folk music', 'pop music']",64919.0
Magnolian,['indie folk'],2523.0
Magnus Eliassen,['pop music'],2676.0
Magnus Karlsson,['heavy metal'],627.0
Magnus Lindberg,"['classical music', 'opera']",14650.0
Magnus Rosén,['power metal'],6838.0
Magool,['music of Somalia'],3324.0
Mahalia Jackson,"['jazz', 'spirituals', 'gospel music', 'blues']",96643.0
